speed,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,forward,backward,left,right
8.599982261657715,11.985127449035645,12.268860816955566,13.254120826721191,15.256050109863281,19.115646362304688,27.4560546875,53.529380798339844,100.0,53.52566909790039,27.447999954223633,4.21880578994751,3.768795967102051,13.186320304870605,12.166279792785645,11.839090347290039,1,0,0,0
12.820672035217285,11.952754020690918,12.245694160461426,13.238734245300293,15.246347427368164,19.110340118408203,27.454448699951172,53.526893615722656,100.0,53.52816390991211,27.44961929321289,19.097145080566406,15.223123550415039,13.201668739318848,12.189020156860352,2.6303818225860596,1,0,0,0
14.569982528686523,11.938843727111816,12.235119819641113,13.232789039611816,15.242985725402832,19.108156204223633,27.453636169433594,53.52267074584961,100.0,53.53245162963867,27.45041847229004,19.099349975585938,15.226468086242676,13.2076416015625,12.199501991271973,11.88329029083252,0,0,0,0
14.631542205810547,11.92914867401123,12.230279922485352,13.22885513305664,15.240216255187988,19.106903076171875,27.453664779663086,53.5169563293457,100.0,53.53814697265625,27.450414657592773,19.1005859375,15.229238510131836,13.2115478515625,12.20435905456543,11.892995834350586,1,0,0,0
18.75093650817871,11.92362117767334,12.225586891174316,13.225762367248535,15.238470077514648,19.10569953918457,27.453426361083984,53.50716018676758,100.0,53.54802703857422,27.45063018798828,19.101795196533203,15.230989456176758,13.214645385742188,12.20902156829834,11.898402214050293,1,0,0,0
22.711149215698242,11.918527603149414,12.222162246704102,13.22375774383545,15.237090110778809,19.105152130126953,27.453296661376953,53.48960494995117,100.0,53.56630325317383,27.450769424438477,19.102340698242188,15.232365608215332,13.216656684875488,12.21245288848877,11.903457641601562,1,0,0,0
26.942222595214844,11.914896965026855,12.21984577178955,13.222097396850586,15.236050605773926,19.104816436767578,27.453351974487305,53.44845199584961,100.0,53.6087532043457,27.450748443603516,19.102676391601562,15.233407020568848,13.218305587768555,12.214767456054688,11.907086372375488,1,0,0,0
31.257707595825195,11.9129056930542,12.21853256225586,13.221181869506836,15.23563289642334,19.10466957092285,27.453289031982422,53.379638671875,100.0,53.683780670166016,27.450786590576172,19.102825164794922,15.233826637268066,13.219222068786621,12.216079711914062,11.909075736999512,1,0,0,0
35.562416076660156,11.911898612976074,12.218024253845215,13.220857620239258,15.235462188720703,19.104646682739258,27.45236587524414,53.24560546875,100.0,53.825950622558594,27.45173454284668,19.102855682373047,15.233996391296387,13.219549179077148,12.216582298278809,11.910085678100586,1,0,0,0
40.033145904541016,11.911602020263672,12.21788501739502,13.220894813537598,15.235492706298828,19.10449981689453,27.446325302124023,52.977256774902344,100.0,54.147159576416016,27.45778465270996,19.103004455566406,15.233972549438477,13.219518661499023,12.216724395751953,11.910381317138672,1,0,0,0
44.19354248046875,11.911569595336914,12.217924118041992,13.220794677734375,15.235164642333984,19.10211944580078,27.426498413085938,52.55819320678711,100.0,54.68680953979492,27.477876663208008,19.10541343688965,15.234304428100586,13.219610214233398,12.21668815612793,11.910420417785645,1,0,0,0
48.41706085205078,11.911484718322754,12.217511177062988,13.219803810119629,15.23192310333252,19.09282112121582,27.378190994262695,51.889671325683594,100.0,55.69820022583008,27.52822494506836,19.114717483520508,15.237545013427734,13.220608711242676,12.217106819152832,11.910508155822754,1,0,0,0
50.0,11.909442901611328,12.213998794555664,13.213582992553711,15.21857738494873,19.06205940246582,27.270177841186523,50.815574645996094,100.0,57.81642532348633,27.645349502563477,19.14582633972168,15.251007080078125,13.22684097290039,12.220611572265625,11.912551879882812,1,0,0,0
50.0,11.900445938110352,12.200638771057129,13.193439483642578,15.183138847351074,18.990461349487305,27.050745010375977,49.37985610961914,98.05621337890625,63.13143539428711,27.88804817199707,19.219295501708984,15.287168502807617,13.247106552124023,12.234074592590332,11.921578407287598,1,0,0,0
50.0,11.875734329223633,12.16650390625,13.146028518676758,15.108821868896484,18.847017288208008,26.679346084594727,47.38862609863281,89.55851745605469,100.0,28.329479217529297,19.371335983276367,15.364554405212402,13.295215606689453,12.268577575683594,11.946561813354492,1,0,0,0
50.0,11.829747200012207,12.10427474975586,13.059605598449707,14.985297203063965,18.62648582458496,26.16693878173828,45.19755172729492,81.74091339111328,100.0,29.016857147216797,19.618982315063477,15.496586799621582,13.384637832641602,12.332291603088379,11.993562698364258,1,0,0,0
50.0,11.921393394470215,12.369608879089355,13.548470497131348,15.832907676696777,20.177959442138672,29.40022087097168,51.61375045776367,81.81200408935547,100.0,25.539981842041016,18.121870040893555,14.696093559265137,12.933053970336914,12.09872055053711,11.933639526367188,1,0,0,1
50.0,12.615764617919922,13.157539367675781,14.481660842895508,17.020116806030273,21.808767318725586,31.725587844848633,52.571834564208984,77.04505157470703,94.71369934082031,23.31470489501953,16.70160675048828,13.661575317382812,12.085620880126953,11.370335578918457,11.276396751403809,1,0,0,0
50.0,13.900623321533203,14.795391082763672,16.621204376220703,20.035375595092773,26.428693771362305,39.00740432739258,58.790504455566406,77.05290985107422,30.820144653320312,18.14642906188965,13.764145851135254,11.608837127685547,10.535640716552734,10.118977546691895,10.237813949584961,1,0,0,0
50.0,15.156041145324707,16.02355194091797,17.861406326293945,21.190956115722656,27.20650863647461,37.77341842651367,53.097415924072266,68.49047088623047,33.281612396240234,16.574792861938477,12.298382759094238,10.271214485168457,9.259697914123535,8.83597183227539,8.890276908874512,1,0,0,0
50.0,16.17412757873535,16.919790267944336,18.631427764892578,21.72772789001465,26.898582458496094,35.440635681152344,47.21311569213867,59.9494514465332,72.33676147460938,15.719388008117676,11.281193733215332,9.260180473327637,8.243486404418945,7.789144039154053,7.788646221160889,1,0,0,0
50.0,17.115718841552734,17.979106903076172,19.74576187133789,22.84455680847168,27.78117561340332,35.145748138427734,44.580570220947266,55.24070739746094,66.51895141601562,13.742660522460938,9.79554557800293,8.068887710571289,7.221453666687012,6.871963024139404,6.911584854125977,1,0,0,0
